FR11
24
35
40
35
06
31
31
12
06
10
44
44
10
44
25
50
10
10
10
44
07
07
07
10
50
10
50
44
10
10
10
50
10
07
07
08
25
44
14
10
06
25
10
10
41
10
44
10
07
25
50
25
25
44
50
10
10
07
25
44
10
10
07
10
10
50
41
07
44
10
44
08
10
10
08
08
10
07
02
32
32
32
32
32
32
32
32
32
32
32
02
02
32
32
32
32
32
16
16
29
06
30
30
30
30
46
30
30
30
29
35
53
29
24
45
35
35
35
06
41
24
06
32
32
02
32
02
32
32
32
32
32
32
02
32
32
37
32
32
32
32
32
32
01
02
01
32
02
32
40
40
01
35
35
31
16
02
29
35
24
24
16
40
46
46
30
35
35
29
30
45
35
29
24
16
29
16
45
30
46
29
45
29
30
06
29
16
16
35
35
14
29
35
14
06
14
35
06
25
29
10
25
25
14
10
30
46
24
29
01
41
10
14
14
46
10
46
10
06
10
24
25
10
30
25
10
14
10
41
24
10
06
30
25
10
25
06
06
14
14
41
10
06
10
25
02
32
32
32
02
32
02
01
02
01
01
01
48
12
27
02
38
01
12
40
28
26
27
22
15
27
48
38
28
36
36
36
15
27
01
01
36
17
35
34
15
51
31
12
38
28
01
49
49
49
49
01
28
36
28
01
15
47
38
15
48
15
01
01
01
36
47
17
15
26
47
01
15
01
34
15
01
48
15
01
01
36
47
36
26
36
47
28
48
19
08
39
21
03
23
03
03
23
23
21
39
03
21
01
36
48
27
01
01
01
17
26
47
47
34
01
15
36
01
48
27
15
01
28
28
15
15
37
37
52
49
17
52
48
40
49
52
49
40
52
17
19
48
49
17
37
52
49
48
17
19
02
48
15
17
17
06
45
16
45
14
35
14
45
30
06
30
29
30
35
46
46
24
46
35
29
24
46
41
46
06
14
14
24
45
14
35
06
06
39
08
08
39
04
08
08
08
04
04
08
21
21
39
04
21
39
08
08
21
21
21
08
08
08
39
23
39
39
39
21
04
04
08
04
08
21
04
03
39
21
03
03
39
03
03
03
03
43
10
23
43
43
23
21
43
43
39
43
23
21
39
23
10
39
21
43
43
43
23
43
08
23
43
23
43
07
43
03
23
39
43
03
03
39
03
39
23
21
23
21
21
23
43
43
21
08
03
21
21
23
23
23
21
08
43
21
21
21
08
23
43
43
21
39
43
21
03
23
43
21
23
43
08
08
21
23
39
43
39
23
23
21
23
39
21
35
24
14
29
24
41
06
14
46
46
46
14
45
46
30
06
24
41
14
14
35
35
14
46
14
06
45
46
30
24
21
04
04
08
39
39
21
21
04
10
43
43
21
39
39
03
23
21
21
23
43
21
03
23
07
43
43
43
03
43
03
43
03
03
39
23
39
43
23
23
03
43
02
49
28
20
01
47
48
37
28
15
49
52
49
48
52
17
01
01
15
28
01
01
20
19
48
17
28
17
40
28
28
01
15
47
17
48
01
17
47
20
01
20
28
28
01
19
37
48
01
15
17
15
01
47
20
17
28
01
17
49
01
19
48
28
01
52
17
49
28
47
02
01
01
20
17
48
08
21
41
23
07
41
43
23
21
08
07
21
50
07
07
03
41
23
23
07
21
21
04
08
04
39
04
08
04
39
43
43
03
03
39
23
03
03
03
23
03
43
03
07
39
43
39
43
23
43
43
43
03
23
39
39
43
08
23
03
23
23
43
23
21
23
39
21
21
21
21
04
04
39
04
39
08
08
04
42
04
21
39
08
39
08
21
08
21
08
42
21
21
09
21
21
03
21
39
21
08
23
08
21
21
04
08
08
23
39
39
21
39
21
08
23
23
21
21
09
09
09
42
08
09
08
08
09
08
08
39
42
08
42
21
08
42
09
39
08
08
39
39
39
39
09
08
08
08
08
42
21
21
21
07
21
43
07
23
07
07
43
03
23
23
03
07
03
03
03
03
03
23
08
39
39
39
04
21
39
21
21
04
08
39
39
21
21
23
04
08
04
21
08
04
21
04
08
39
04
04
39
39
04
08
21
21
39
08
21
21
21
21
21
23
23
39
39
08
21
21
39
21
01
01
17
40
02
52
19
37
49
49
48
20
20
20
49
40
49
02
01
01
26
19
49
52
40
40
19
28
48
34
04
21
23
39
39
39
23
10
21
07
21
43
43
07
10
23
21
07
43
43
07
10
21
23
23
43
43
23
43
21
07
43
21
08
21
23
21
39
21
10
39
03
03
03
21
39
39
39
23
03
21
23
39
43
43
23
23
39
21
39
07
43
43
39
43
43
23
43
21
43
43
43
05
05
13
05
05
05
05
05
05
13
05
05
05
05
05
05
13
05
05
05
05
05
05
05
13
13
13
05
05
05
05
05
05
33
33
21
33
33
11
33
23
08
23
23
21
43
23
08
43
43
21
23
23
43
08
39
39
08
43
39
39
39
04
21
08
39
21
43
23
08
08
04
08
43
21
23
23
23
23
08
21
43
03
08
39
09
08
21
08
21
39
08
42
39
09
11
11
42
09
33
21
11
33
42
33
42
11
21
11
11
33
33
21
21
33
33
21
42
11
11
18
42
33
21
33
18
33
33
11
33
33
33
42
08
33
33
13
13
13
13
05
13
05
05
18
13
13
13
13
13
13
13
05
05
13
18
21
11
21
11
18
11
33
42
42
11
42
21
21
11
42
33
33
33
11
33
11
11
13
05
13
33
13
33
05
18
05
13
13
05
33
13
13
13
13
05
05
05
13
13
05
13
13
05
33
05
13
13
05
33
18
11
33
33
11
33
33
33
11
11
33
18
11
11
11
11
18
18
33
33
33
11
33
33
33
11
33
33
33
33
18
33
33
33
18
18
33
33
11
33
11
33
33
33
33
18
33
33
18
11
33
11
33
11
18
33
33
42
11
33
18
18
18
33
18
18
11
33
18
18
33
13
33
33
18
18
18
18
33
18
09
21
42
18
11
18
33
42
11
42
11
11
11
11
18
11
11
11
11
11
11
33
33
33
11
11
11
18
11
18
18
18
33
33
18
18
33
33
18
33
18
33
18
33
11
33
18
11
11
33
18
33
33
18
33
18
33
18
18
05
11
13
33
18
21
21
33
33
09
11
18
21
18
42
08
42
39
39
39
39
08
09
42
09
21
21
42
09
08
08
42
21
08
21
39
21
21
08
39
09
42
09
08
39
21
39
42
39
33
39
21
08
09
08
42
08
08
39
42
33
08
39
39
08
09
08
39
39
33
33
33
33
18
11
33
39
42
39
08
39
21
08
42
09
08
21
21
42
09
21
21
09
42
09
08
42
09
42
08
21
08
42
39
08
42
08
42
18
18
18
18
18
18
33
33
33
18
11
33
08
33
21
33
33
11
11
09
18
11
33
11
11
18
33
18
33
18
18
18
18
33
33
18
13
05
33
33
18
13
13
18
13
05
13
33
05
05
05
05
13
13
13
13
13
13
05
05
05
05
13
13
05
13
05
05
05
13
05
05
05
05
05
33
13
13
11
13
33
33
05
18
18
33
18
18
05
18
13
13
05
05
05
05
05
05
05
05
05
05
05
05
13
42
08
33
42
09
39
09
08
39
21
09
39
42
08
09
39
33
39
42
39
39
39
33
33
33
09
21
08
39
08
09
08
39
08
08
42
42
39
11
39
39
39
08
42
42
08
09
08
33
08
21
21
08
21
21
09
08
42
21
42
21
42
21
08
42
09
08
08
21
21
08
42
42
08
09
09
08
39
39
08
42
33
08
42
08
33
42
42
11
21
08
09
08
39
21
21
09
08
08
21
39
21
39
21
42
09
39
21
21
11
18
18
33
18
33
33
11
33
11
33
33
33
11
11
18
11
33
33
11
18
18
33
33
11
18
33
33
33
11
18
33
33
33
18
18
33
11
18
18
18
42
42
11
33
33
11
11
11
33
33
18
33
11
18
18
33
18
33
33
33
18
33
33
11
11
11
33
11
18
33
18
33
33
18
11
18
33
33
18
18
11
11
09
09
39
08
08
39
39
08
08
42
08
42
08
39
33
33
18
33
11
18
18
33
11
18
33
18
33
33
33
33
18
33
33
18
33
33
18
33
18
33
18
33
33
18
11
33
33
11
18
33
18
11
33
18
33
33
33
33
33
33
11
18
33
11
33
33
33
39
39
08
39
39
08
21
08
08
08
08
08
08
09
42
08
08
08
21
09
39
08
08
09
08
08
08
21
09
21
08
21
39
21
21
09
08
09
08
39
39
39
21
21
33
33
33
33
18
18
11
18
33
33
18
18
11
11
33
33
33
18
33
18
11
18
33
18
18
11
11
18
18
33
18
11
18
33
18
18
18
11
18
33
18
18
18
33
11
11
18
11
18
11
18
18
33
18
18
33
18
33
18
18
33
18
18
18
18
18
18
33
18
33
18
18
18
33
33
33
33
33
33
33
33
11
33
33
33
18
18
18
18
33
18
33
33
11
11
11
42
42
11
42
33
33
33
18
21
42
09
18
42
33
18
33
42
18
18
33
11
18
11
42
33
42
18
11
42
11
11
42
33
33
33
33
33
33
42
33
42
33
33
33
42
18
33
11
18
21
42
42
33
42
42
11
09
23
09
33
33
11
13
33
33
33
11
04
11
42
33
