FR11
15
15
35
01
22
51
34
36
25
44
44
44
50
50
07
10
10
41
07
44
07
50
25
44
10
10
44
10
50
10
25
44
10
44
25
44
10
50
25
07
10
25
10
44
50
07
07
10
07
44
41
07
10
44
44
25
07
25
44
41
10
10
07
44
50
07
07
07
44
01
36
48
01
47
22
28
40
01
27
17
35
46
53
51
51
30
35
35
53
22
45
49
49
31
40
51
53
24
51
31
46
45
24
53
40
40
46
40
14
10
50
10
10
08
44
10
08
07
07
44
50
41
44
50
50
07
08
08
41
08
44
41
44
07
08
50
50
44
08
08
44
44
08
44
10
07
44
50
50
41
08
08
44
07
41
50
50
41
50
50
50
44
08
44
10
10
44
07
07
07
50
07
08
08
41
10
21
44
07
07
08
10
08
07
44
07
07
44
08
41
41
08
07
23
07
01
01
32
01
02
01
01
32
40
26
01
24
22
17
53
01
24
51
26
16
22
53
24
28
31
35
46
22
51
40
40
35
31
35
35
40
24
45
46
22
35
45
45
11
33
18
11
18
18
11
33
18
18
11
33
11
11
33
18
33
33
33
33
11
18
18
18
18
11
11
18
11
32
32
32
32
32
02
01
02
32
01
02
02
01
02
01
01
32
32
32
01
32
02
01
01
01
01
01
02
01
02
01
01
32
40
01
26
02
40
02
02
01
01
32
01
26
01
01
02
01
01
26
32
02
01
02
26
02
01
26
01
02
26
32
02
26
01
01
15
38
38
36
34
31
17
22
01
51
38
15
38
51
38
15
28
01
51
34
01
01
28
51
01
49
37
49
37
02
40
02
37
01
02
48
48
40
49
37
02
40
37
37
49
48
49
01
19
30
29
30
45
06
06
29
30
45
16
29
29
24
16
24
32
32
32
32
32
32
32
32
32
32
32
32
32
32
32
32
32
32
32
32
32
32
32
32
32
32
32
32
32
15
28
52
28
48
17
28
28
28
01
26
01
47
26
27
48
19
01
47
28
28
01
47
47
36
48
01
17
01
47
01
28
01
48
26
01
17
15
47
22
28
17
17
02
28
01
40
01
47
47
36
27
22
34
40
38
01
01
02
28
01
17
40
53
40
28
17
01
51
53
31
22
35
16
17
24
46
53
24
40
40
45
51
35
35
35
35
46
35
01
28
38
15
51
01
17
01
15
22
31
10
44
07
50
10
07
44
41
44
07
10
25
07
25
44
10
50
07
44
10
07
50
25
25
10
41
50
10
10
44
44
10
50
17
48
36
34
22
36
02
26
27
17
22
48
25
06
14
41
41
10
46
10
10
41
06
46
06
46
02
41
10
01
10
25
14
25
02
14
41
25
14
25
06
06
10
41
41
25
14
14
10
10
10
14
25
10
06
07
07
44
10
41
08
44
25
50
44
44
44
41
44
07
08
44
07
10
08
10
10
41
10
50
10
50
07
07
23
44
08
41
07
07
07
41
23
08
08
07
41
41
08
10
23
07
41
23
44
44
21
07
44
44
43
07
44
07
41
07
23
07
46
35
06
06
35
30
35
30
16
35
46
29
45
24
29
24
29
46
14
08
50
50
10
50
08
10
23
44
10
44
01
26
02
01
02
26
02
01
01
01
02
01
40
02
26
02
26
02
40
01
32
01
37
01
01
26
01
26
40
02
02
40
02
40
01
02
02
02
32
32
26
26
26
01
26
26
26
02
01
02
01
02
02
01
01
01
25
07
41
25
44
41
44
25
07
41
14
01
37
01
01
49
49
49
40
40
40
40
26
37
49
40
26
26
48
26
40
48
37
49
37
49
37
49
01
37
49
37
19
20
19
48
40
26
02
26
40
02
02
26
26
26
02
26
02
02
01
40
49
40
26
26
51
53
22
02
31
02
01
38
51
01
22
17
12
51
16
38
02
17
22
02
17
17
22
38
17
38
31
01
02
51
01
50
14
10
06
06
10
10
14
41
14
06
41
08
23
43
08
39
23
23
21
21
39
43
08
23
39
03
39
23
43
21
33
18
33
11
33
33
33
33
33
18
18
18
11
33
33
33
45
51
30
46
51
53
51
35
16
24
24
16
16
46
40
45
35
51
35
40
35
35
35
35
40
40
40
52
17
40
01
48
22
34
40
01
15
36
15
26
40
15
15
15
48
17
15
17
17
26
36
35
35
35
35
45
40
45
40
53
40
40
40
46
45
45
29
40
40
46
46
02
35
45
46
53
51
40
51
51
30
45
45
40
35
46
16
35
16
07
44
41
10
50
07
10
44
50
47
22
22
22
01
48
01
36
36
01
01
34
01
22
01
47
36
36
36
26
36
48
36
38
38
48
36
12
17
19
48
36
28
36
36
01
36
48
28
36
28
17
15
12
15
48
17
02
01
15
17
27
48
02
10
25
06
06
10
50
06
10
10
25
06
06
10
10
07
14
06
41
41
10
14
14
06
41
07
14
50
25
06
41
41
10
14
14
24
44
41
10
10
25
41
06
06
25
44
14
14
50
14
10
06
41
24
10
06
25
24
06
33
33
33
33
18
33
33
18
33
33
18
11
18
05
05
18
13
13
18
05
05
13
33
05
33
18
18
52
40
49
37
19
49
37
37
52
48
02
48
37
15
49
01
49
02
40
02
26
15
49
49
52
15
15
52
37
49
37
26
52
48
49
19
01
01
32
32
32
32
32
32
32
32
32
32
32
32
32
32
32
32
32
32
32
32
32
32
32
32
32
32
32
32
32
32
32
32
32
32
32
32
32
32
32
32
32
32
32
32
32
32
32
32
32
32
32
32
02
32
32
32
32
32
32
32
32
32
32
32
02
32
48
40
40
02
40
40
02
40
40
26
02
26
37
37
26
49
40
40
01
40
26
02
49
40
02
40
02
49
26
01
40
37
49
26
49
40
26
26
01
02
40
40
40
02
49
26
49
40
49
49
02
37
40
40
49
49
32
40
40
49
26
02
40
26
40
05
05
05
40
49
01
37
01
01
49
49
26
40
02
37
02
01
26
02
37
49
40
37
37
29
30
45
24
35
24
30
40
40
40
40
29
24
46
24
35
16
35
35
16
35
35
35
35
35
46
46
24
16
29
46
24
40
30
16
30
16
16
30
45
29
45
29
30
16
30
40
29
16
30
16
30
29
29
29
35
35
45
35
35
41
44
10
41
50
44
44
44
50
50
50
50
44
44
07
07
07
07
10
50
07
10
40
48
37
02
32
32
32
32
02
32
32
32
02
32
26
15
38
01
01
48
01
36
01
01
27
15
36
17
38
36
15
12
47
47
34
01
01
12
48
38
38
17
27
40
01
48
36
34
15
01
49
40
49
01
22
35
22
02
15
31
02
22
01
35
31
15
02
31
28
28
28
28
51
02
15
22
28
22
02
15
22
38
02
38
02
35
51
01
28
17
38
17
02
22
40
38
51
53
53
15
51
51
02
02
22
24
22
53
17
30
22
22
40
51
15
22
35
53
16
31
40
15
28
16
35
35
35
35
